"","UP/DOWN","statistic","p.value","FDRp.value","path_name"
"P-hsa04950-13","DOWN",-4.3676766919113,1.25652370230663e-05,1.95946672113653e-05,"Maturity onset diabetes of the young: INS"
"P-hsa04950-15","DOWN",-4.3676766919113,1.25652370230663e-05,1.95946672113653e-05,"Maturity onset diabetes of the young: IAPP"
"P-hsa04510-20 69","DOWN",-4.36579754397993,1.26737565248453e-05,1.9747481096852e-05,"Focal adhesion: VASP ACTB"
"P-hsa04211-56","UP",4.35801250254998,1.31329385044696e-05,2.04459689911908e-05,"Longevity regulating pathway - mammal: CAT"
"P-hsa04924-58","DOWN",-4.35640180432309,1.32299031723157e-05,2.05798493791577e-05,"Renin secretion: PPP3CA"
"P-hsa04520-44 47","UP",4.35371730727828,1.33930304385796e-05,2.08163422558205e-05,"Adherens junction: ACTB TJP1"
"P-hsa04921-60","DOWN",-4.32848303505703,1.50231407835044e-05,2.33306391637866e-05,"Oxytocin signaling pathway: ELK1"
"P-hsa05161-100","DOWN",-4.32150334274051,1.55064020576549e-05,2.406121609608e-05,"Hepatitis B: MMP9*"
"P-hsa05161-57","DOWN",-4.31613434865089,1.58881889383909e-05,2.46332582218359e-05,"Hepatitis B: STAT3*"
"P-hsa04913-36","UP",4.30969155574334,1.63581649232781e-05,2.53200638581434e-05,"Ovarian steroidogenesis: CYP19A1"
"P-hsa04913-37","UP",4.30969155574334,1.63581649232781e-05,2.53200638581434e-05,"Ovarian steroidogenesis: CYP19A1*"
"P-hsa04015-92","DOWN",-4.29774554389392,1.72647848040727e-05,2.67013489632649e-05,"Rap1 signaling pathway: Calcium cation*"
"P-hsa04024-25","DOWN",-4.29680596992823,1.73381646880204e-05,2.67927487271222e-05,"cAMP signaling pathway: CFTR"
"P-hsa04062-43","DOWN",-4.28526263263553,1.82633671149437e-05,2.81992400885879e-05,"Chemokine signaling pathway: STAT1"
"P-hsa05205-183","DOWN",-4.2785513900235,1.88227010976609e-05,2.9038969785536e-05,"Proteoglycans in cancer: VEGFA*"
"P-hsa04933-63","DOWN",-4.26190750834566,2.02811141651923e-05,3.12632458290064e-05,"AGE-RAGE signaling pathway in diabetic complications: SELE"
"P-hsa04390-58","UP",4.2613706089367,2.03299060090507e-05,3.13127287955493e-05,"Hippo signaling pathway: SMAD7"
"P-hsa04151-26","UP",4.25680696396051,2.07491733409969e-05,3.19322798914768e-05,"PI3K-Akt signaling pathway: RBL2"
"P-hsa05213-13","UP",4.25063262075744,2.13295363464331e-05,3.27985329392692e-05,"Endometrial cancer: CASP9"
"P-hsa05200-211","DOWN",-4.24767967400815,2.16125330706489e-05,3.32064799676801e-05,"Pathways in cancer: CXCL8"
"P-hsa04725-43","UP",4.23533098760201,2.28351665633004e-05,3.5056278619273e-05,"Cholinergic synapse: CREB3"
"P-hsa04912-26","UP",4.23345183967064,2.30268936949489e-05,3.53217110153099e-05,"GnRH signaling pathway: PLD1"
"P-hsa04742-8","DOWN",-4.23143846688703,2.32339596105345e-05,3.56102191416363e-05,"Taste transduction: PLCB2"
"P-hsa05220-6","DOWN",-4.22164005267346,2.42675679668879e-05,3.71640469435768e-05,"Chronic myeloid leukemia: TP53"
"P-hsa04960-3","UP",4.21841865621968,2.46168165590806e-05,3.76374473226041e-05,"Aldosterone-regulated sodium reabsorption: SCNN1A"
"P-hsa05231-59","DOWN",-4.21841865621968,2.46168165590806e-05,3.76374473226041e-05,"Choline metabolism in cancer: PLA2G4B"
"P-hsa05169-64","DOWN",-4.20016407631495,2.66879791788295e-05,4.07708867585376e-05,"Epstein-Barr virus infection: NFKB2"
"P-hsa04370-23","DOWN",-4.19398973311188,2.74252713007662e-05,4.18291129758027e-05,"VEGF signaling pathway: PTK2"
"P-hsa04630-27","DOWN",-4.19398973311188,2.74252713007662e-05,4.18291129758027e-05,"Jak-STAT signaling pathway: PIM1"
"P-hsa04622-44","UP",4.18674159109089,2.83155021982085e-05,4.31518132606329e-05,"RIG-I-like receptor signaling pathway: MAPK8"
"P-hsa04014-43","DOWN",-4.18378864434159,2.86860077689831e-05,4.36809663754971e-05,"Ras signaling pathway: ELK1"
"P-hsa04912-19","UP",4.18190949641022,2.89241786346174e-05,4.40079149379905e-05,"GnRH signaling pathway: MAPK7"
"P-hsa04919-18","DOWN",-4.18029879818333,2.91298200617079e-05,4.42848804179611e-05,"Thyroid hormone signaling pathway: STAT1"
"P-hsa05120-20","DOWN",-4.16365491650549,3.13377611982813e-05,4.76029473748791e-05,"Epithelial cell signaling in Helicobacter pylori infection: CXCL8"
"P-hsa04931-13","DOWN",-4.15962817093827,3.18953474180476e-05,4.84107376668749e-05,"Insulin resistance: AKT2"
"P-hsa03320-23","DOWN",-4.1577490230069,3.21587682344507e-05,4.87710987937183e-05,"PPAR signaling pathway: ACADL"
"P-hsa04010-118","DOWN",-4.14674258512317,3.37436518529355e-05,5.11333528886164e-05,"MAPK signaling pathway: JUN"
"P-hsa04530-4 53","UP",4.14244738985146,3.43820429835622e-05,5.20586865513822e-05,"Tight junction: OCLN OCLN"
"P-hsa04114-56","UP",4.14164204073802,3.45030113373219e-05,5.21997171522709e-05,"Oocyte meiosis: REC8"
"P-hsa04024-101","UP",4.13815219457976,3.50318940249151e-05,5.29571580908467e-05,"cAMP signaling pathway: HCN4"
"P-hsa04151-97","DOWN",-4.13224630108117,3.59445070857219e-05,5.42929913790776e-05,"PI3K-Akt signaling pathway: MCL1"
"P-hsa04923-52 53","DOWN",-4.1290249046274,3.64517653546034e-05,5.50148928441159e-05,"Regulation of lipolysis in adipocytes: PNPLA2 ABHD5*"
"P-hsa04210-99","DOWN",-4.11855536615263,3.81477066592555e-05,5.75282135793917e-05,"Apoptosis: BID**"
"P-hsa04064-135","DOWN",-4.11211257324507,3.92283095785129e-05,5.91102881681046e-05,"NF-kappa B signaling pathway: CCL19"
"P-hsa04380-16","UP",4.11130722413163,3.93654099039142e-05,5.92692688440955e-05,"Osteoclast differentiation: NFKB1"
"P-hsa04620-29","DOWN",-4.10754892826889,4.00112462924644e-05,6.01933424576289e-05,"Toll-like receptor signaling pathway: CXCL8"
"P-hsa04015-3","DOWN",-4.09842163831653,4.16218261969027e-05,6.25661425844468e-05,"Rap1 signaling pathway: MAPK1"
"P-hsa04152-49","DOWN",-4.09707938979412,4.18638018159621e-05,6.28794973632865e-05,"AMPK signaling pathway: GYS1"
"P-hsa04530-4 45","UP",4.09573714127171,4.21071117528706e-05,6.31943533187082e-05,"Tight junction: OCLN TJP2"
"P-hsa04151-24","DOWN",-4.08177775663868,4.47183475992622e-05,6.70596483582861e-05,"PI3K-Akt signaling pathway: MYC"
"P-hsa05160-85","DOWN",-4.07989860870731,4.50813710949886e-05,6.75500416726826e-05,"Hepatitis C: BAD"
"P-hsa04370-37","UP",4.07023441934599,4.6992922770198e-05,7.03581190078943e-05,"VEGF signaling pathway: CASP9"
"P-hsa05132-13","UP",4.06701302289221,4.76470078839528e-05,7.12805317306982e-05,"Salmonella infection: FOS"
"P-hsa04152-60","DOWN",-4.06298627732499,4.84767564549001e-05,7.24640598481216e-05,"AMPK signaling pathway: EEF2"
"P-hsa05211-27","DOWN",-4.06271782762051,4.85325573257279e-05,7.24897114196381e-05,"Renal cell carcinoma: VEGFA*"
"P-hsa04920-6","UP",4.06110712939362,4.88686434186151e-05,7.2933631705109e-05,"Adipocytokine signaling pathway: PTPN11"
"P-hsa04921-11","UP",4.04177875067096,5.30776518594021e-05,7.91523647760241e-05,"Oxytocin signaling pathway: PRKACA"
"P-hsa04931-137","DOWN",-4.03721510569478,5.41204142475217e-05,8.06432860431698e-05,"Insulin resistance: MLXIP*"
"P-hsa03320-38","UP",4.03157766190067,5.5435338820385e-05,8.25370600214622e-05,"PPAR signaling pathway: SORBS1"
"P-hsa04151-28","UP",4.01466533051835,5.95640884689789e-05,8.86139809419544e-05,"PI3K-Akt signaling pathway: BCL2L11"
"P-hsa04022-9","DOWN",-4.01278618258698,6.00404044133759e-05,8.92518214576015e-05,"cGMP-PKG signaling pathway: ITPR1"
"P-hsa05145-9","DOWN",-4.01171238376906,6.03142019643366e-05,8.95878407641294e-05,"Toxoplasmosis: MAPK1"
"P-hsa05152-13","UP",4.00580649027047,6.18413447526731e-05,9.17835148386193e-05,"Tuberculosis: LAMP1"
"P-hsa04742-54","DOWN",-3.99654497546586,6.43090560355037e-05,9.52952520715678e-05,"Taste transduction: P2RX2*"
"P-hsa04742-40","DOWN",-3.99654497546586,6.43090560355037e-05,9.52952520715678e-05,"Taste transduction: P2RX2"
"P-hsa05132-8","UP",3.99023640741055,6.60448360703156e-05,9.77901440157159e-05,"Salmonella infection: TJP1"
"P-hsa04915-30","UP",3.98969950800159,6.61944993927384e-05,9.79344486283732e-05,"Estrogen signaling pathway: CREB3*"
"P-hsa05216-5","DOWN",-3.98057221804922,6.87884067488074e-05,0.000101691923609742,"Thyroid cancer: MAPK1"
"P-hsa04014-79","UP",3.97412942514167,7.06769877498559e-05,0.000104401597652543,"Ras signaling pathway: RAC1**"
"P-hsa04072-36","DOWN",-3.96876043105204,7.22881694542241e-05,0.000106697565614575,"Phospholipase D signaling pathway: MTOR"
"P-hsa05169-83","DOWN",-3.96768663223412,7.26145474476108e-05,0.000107010912028058,"Epstein-Barr virus infection: GSK3B"
"P-hsa05220-25","UP",3.96768663223412,7.26145474476108e-05,0.000107010912028058,"Chronic myeloid leukemia: BCL2L1*"
"P-hsa05166-62 63","DOWN",-3.96580748430275,7.31890652785805e-05,0.000107772909311316,"HTLV-I infection: ANAPC10 CDC20"
"P-hsa04621-33 35","DOWN",-3.95654596949814,7.6083622474219e-05,0.000111947353538537,"NOD-like receptor signaling pathway: NLRC4 PYCARD"
"P-hsa04920-31","DOWN",-3.95050585114731,7.80299414656212e-05,0.00011463130007009,"Adipocytokine signaling pathway: AGRP"
"P-hsa04920-26","DOWN",-3.95050585114731,7.80299414656212e-05,0.00011463130007009,"Adipocytokine signaling pathway: NPY"
"P-hsa05160-58","DOWN",-3.94111011149046,8.11507845198034e-05,0.000119122747855361,"Hepatitis C: EIF3E"
"P-hsa04610-46","DOWN",-3.93090902272017,8.46725550669729e-05,0.000124195241052104,"Complement and coagulation cascades: C2"
"P-hsa05160-7","DOWN",-3.90943304636167,9.25644054660072e-05,0.000135664706761117,"Hepatitis C: IRF3"
"P-hsa05134-7","DOWN",-3.90809079783926,9.30800312351359e-05,0.00013631392552468,"Legionellosis: IL18"
"P-hsa05200-48","UP",3.9032587031586,9.49588334409159e-05,0.000138956920074226,"Pathways in cancer: MTOR"
"P-hsa05205-415","DOWN",-3.8686286912805,0.000109509421146724,0.000160124453679855,"Proteoglycans in cancer: MAPK1******"
"P-hsa04620-23","DOWN",-3.86138054925951,0.000112810099506001,0.000164822232611572,"Toll-like receptor signaling pathway: CD40"
"P-hsa04115-22","UP",3.85493775635196,0.000115822604314882,0.000169091988867485,"p53 signaling pathway: STEAP3"
"P-hsa04210-85","DOWN",-3.83695162615171,0.000124639075016369,0.000181821854378467,"Apoptosis: FASLG*"
"P-hsa04064-95","UP",3.82889813501727,0.000128788478133008,0.000187728970456506,"NF-kappa B signaling pathway: BCL2L1**"
"P-hsa05161-48","DOWN",-3.81305960245287,0.000137331586394097,0.000200026441052272,"Hepatitis B: STAT1"
"P-hsa04152-52","UP",3.81037510540805,0.000138831456342928,0.000202054159890871,"AMPK signaling pathway: PCK1"
"P-hsa04210-86","UP",3.80312696338706,0.000142958547555186,0.000207899407142271,"Apoptosis: BCL2L11"
"P-hsa04910-32","UP",3.79910021781984,0.000145301025782112,0.000211142311670985,"Insulin signaling pathway: EIF4E"
"P-hsa05162-27 70","DOWN",-3.79480502254814,0.000147839482473952,0.000214664759381682,"Measles: STAT1 GNB2L1"
"P-hsa05212-10","UP",3.79265742491229,0.00014912431354,0.000216362886466388,"Pancreatic cancer: BCL2L1"
"P-hsa05200-219","DOWN",-3.78943602845851,0.000151071286535326,0.000219018341221229,"Pathways in cancer: MYC**"
"P-hsa04910-43","UP",3.78889912904955,0.000151398099477477,0.000219322652216021,"Insulin signaling pathway: G6PC"
"P-hsa04064-115","DOWN",-3.77413439530307,0.000160650650077057,0.000232546774339937,"NF-kappa B signaling pathway: XIAP"
"P-hsa04919-88","DOWN",-3.7709129988493,0.000162738893884108,0.000235387945201687,"Thyroid hormone signaling pathway: FOXO1"
"P-hsa05133-73","UP",3.76608090416863,0.000165919201745863,0.000239803098979383,"Pertussis: FOS"
"P-hsa04910-57","UP",3.76581245446415,0.000166097588830297,0.000239876117510114,"Insulin signaling pathway: GCK"
"P-hsa05212-31","UP",3.76500710535071,0.000166633833293094,0.000240465439429111,"Pancreatic cancer: RAC1*"
"P-hsa04024-114","UP",3.75265841894457,0.000175062930569054,0.000252435094348613,"cAMP signaling pathway: HHIP"
"P-hsa04666-27","DOWN",-3.74594717633253,0.000179810534509452,0.000258883010544691,"Fc gamma R-mediated phagocytosis: ARPC5"
"P-hsa05010-49","DOWN",-3.74594717633253,0.000179810534509452,0.000258883010544691,"Alzheimer's disease: EIF2AK3"
"P-hsa05211-46","UP",3.7421888804698,0.000182521804215177,0.000262585049622449,"Renal cell carcinoma: AKT3"
"P-hsa05205-129","UP",3.73843058460706,0.000185271473881818,0.000266336616859993,"Proteoglycans in cancer: AKT3*"
"P-hsa04550-101","UP",3.73440383903984,0.000188260733988746,0.000270426597980772,"Signaling pathways regulating pluripotency of stem cells: ESRRB"
"P-hsa04530-13 45 20","UP",3.72742414672332,0.000193549770764643,0.000277811300653764,"Tight junction: EPB41 TJP2 ACTB"
"P-hsa05166-99","DOWN",-3.72688724731436,0.000193962350840722,0.000278190649982565,"HTLV-I infection: JUN"
"P-hsa04261-72","UP",3.7263503479054,0.000194375757271195,0.000278570604003638,"Adrenergic signaling in cardiomyocytes: ATP2B1"
"P-hsa04390-52","DOWN",-3.72071290411129,0.000198766803816309,0.000284646201495722,"Hippo signaling pathway: ITGB2"
"P-hsa04370-38","UP",3.71561235972614,0.000202819804374271,0.000290228797106127,"VEGF signaling pathway: BAD"
"P-hsa05205-113","UP",3.71185406386341,0.000205855766434711,0.000294348641639877,"Proteoglycans in cancer: TP53"
"P-hsa05215-24","DOWN",-3.69843157863934,0.000217050533200661,0.00031011942138952,"Prostate cancer: CDKN1A"
"P-hsa04933-30","DOWN",-3.69333103425419,0.000221452501046226,0.00031616810651653,"AGE-RAGE signaling pathway in diabetic complications: CXCL8"
"P-hsa04340-33","UP",3.68796204016457,0.000226176610607877,0.00032266716463907,"Hedgehog signaling pathway: HHIP*"
"P-hsa05161-188","DOWN",-3.68420374430183,0.000229539592912992,0.000327216015429159,"Hepatitis B: IFNB1"
"P-hsa05200-52","UP",3.66568071469262,0.000246810968527998,0.000351569762307156,"Pathways in cancer: CDKN1B"
"P-hsa04630-35","UP",3.65709032414921,0.00025522807185985,0.000363283659187465,"Jak-STAT signaling pathway: MTOR"
"P-hsa04919-42","DOWN",-3.65198977976407,0.00026035231902772,0.000370296399163004,"Thyroid hormone signaling pathway: SLC2A1"
"P-hsa04014-30","DOWN",-3.63910419394896,0.000273730714774954,0.000389029409786222,"Ras signaling pathway: D-myo-Inositol 1,4,5-trisphosphate"
"P-hsa04931-29","UP",3.63735927086984,0.000275590671693175,0.00039137630590189,"Insulin resistance: CPT1B"
"P-hsa05160-56","DOWN",-3.63078225311004,0.000282710504244741,0.000401183741273172,"Hepatitis C: MAPK1"
"P-hsa04270-24","DOWN",-3.6270239572473,0.000286855720338491,0.000406758375929712,"Vascular smooth muscle contraction: ACTA2"
"P-hsa05160-37","UP",3.60890360219481,0.000307641883199619,0.000435903453838735,"Hepatitis C: STAT3"
"P-hsa04390-80","DOWN",-3.60366883295743,0.000313918926999669,0.00044446181664255,"Hippo signaling pathway: BIRC2"
"P-hsa04261-4","UP",3.60340038325295,0.000314243457777098,0.000444585766809831,"Adrenergic signaling in cardiomyocytes: SLC8A1"
"P-hsa04740-10","UP",3.60017898679917,0.0003181624048851,0.000449791010975469,"Olfactory transduction: ANO2"
"P-hsa05140-55","DOWN",-3.5940046435961,0.000325801914761193,0.000460244271153614,"Leishmaniasis: JUN"
"P-hsa04064-2","DOWN",-3.59185704596025,0.000328499136553466,0.000463705327444923,"NF-kappa B signaling pathway: BCL2L1"
"P-hsa04920-2","UP",3.59158859625577,0.000328837754752359,0.000463834306703328,"Adipocytokine signaling pathway: Long-chain fatty acid"
"P-hsa04666-38","UP",3.58299820571236,0.000339847591676088,0.000479003818170054,"Fc gamma R-mediated phagocytosis: CFL1"
"P-hsa05140-43","DOWN",-3.5781661110317,0.000346191225597625,0.000487578633048907,"Leishmaniasis: MAPK14"
"P-hsa05161-227","DOWN",-3.56501207551212,0.000364025681852268,0.000512312212419245,"Hepatitis B: MYD88*"
"P-hsa05213-12","UP",3.56179067905834,0.000368522398654541,0.000518251888962458,"Endometrial cancer: BAD"
"P-hsa05221-27","DOWN",-3.54863664353875,0.000387428440178576,0.000544431276235962,"Acute myeloid leukemia: PIM2"
"P-hsa05150-13","UP",3.53977780329087,0.000400667756039938,0.000562614304139913,"Staphylococcus aureus infection: C5AR1"
"P-hsa04911-4","UP",3.53145586245195,0.000413488621723463,0.000580182987549153,"Insulin secretion: CACNA1C"
"P-hsa04071-89","UP",3.52823446599817,0.000418553621887664,0.000586412692054711,"Sphingolipid signaling pathway: Nitric oxide"
"P-hsa04912-15","UP",3.52823446599817,0.000418553621887664,0.000586412692054711,"GnRH signaling pathway: CAMK2A"
"P-hsa05205-81","DOWN",-3.52581841865784,0.000422390331878219,0.000591346464629507,"Proteoglycans in cancer: CTTN"
"P-hsa05205-34","UP",3.50729538904863,0.000452914750314151,0.00063360780879146,"Proteoglycans in cancer: SLC9A1"
"P-hsa04390-76","DOWN",-3.50273174407245,0.000460745088966592,0.000644081808421256,"Hippo signaling pathway: MYC"
"P-hsa04360-145","DOWN",-3.48555096298564,0.00049137111719058,0.000686382885963908,"Axon guidance: ABLIM3"
"P-hsa04015-95","UP",3.48206111682738,0.000497819585133684,0.000694873170915767,"Rap1 signaling pathway: THBS1"
"P-hsa03320-29","UP",3.46380653692265,0.000532855194379283,0.000742671875672759,"PPAR signaling pathway: OLR1"
"P-hsa04923-38","UP",3.46380653692265,0.000532855194379283,0.000742671875672759,"Regulation of lipolysis in adipocytes: PDE3B"
"P-hsa05200-200","DOWN",-3.46246428840025,0.000535519976631023,0.000745831830853599,"Pathways in cancer: FIGF"
"P-hsa05166-114 112 113","UP",3.4573637440151,0.000545759806360932,0.000759529226063137,"HTLV-I infection: DLG1 CTNNB1 APC2"
"P-hsa04620-22","DOWN",-3.45253164933444,0.000555628688196995,0.000772690451488186,"Toll-like receptor signaling pathway: CD86"
"P-hsa05100-15","UP",3.43857226470141,0.000585080414592852,0.000813045079834215,"Bacterial invasion of epithelial cells: CTNNA1"
"P-hsa04211-57","DOWN",-3.43427706942971,0.000594430853200611,0.00082542729874489,"Longevity regulating pathway - mammal: ATG5"
"P-hsa04066-61","DOWN",-3.42649202799975,0.00061173396918092,0.00084882612883388,"HIF-1 signaling pathway: HMOX1"
"P-hsa04933-62","DOWN",-3.42380753095493,0.000617808439309596,0.00085662130978921,"AGE-RAGE signaling pathway in diabetic complications: AGER**"
"P-hsa04022-60","UP",3.42353908125045,0.000618418963315286,0.000856834545922805,"cGMP-PKG signaling pathway: TRPC6*"
"P-hsa05134-6","DOWN",-3.40904279720846,0.000652233349727853,0.000903018276080777,"Legionellosis: IL1B"
"P-hsa04921-48","UP",3.40796899839054,0.000654805310010661,0.000905910591135694,"Oxytocin signaling pathway: PRKAG2"
"P-hsa05032-25","UP",3.39454651316647,0.000687760670050158,0.00095080251806492,"Morphine addiction: 3,5-Cyclic AMP*"
"P-hsa04750-59","UP",3.37119138887659,0.00074880318280619,0.00103442913913432,"Inflammatory mediator regulation of TRP channels: TRPV2"
"P-hsa04151-63","UP",3.36743309301385,0.000759083749589257,0.00104785953953602,"PI3K-Akt signaling pathway: CASP9"
"P-hsa04973-36","DOWN",-3.36609084449145,0.000762787032607988,0.00105142430064114,"Carbohydrate digestion and absorption: SLC2A2"
"P-hsa05215-8","UP",3.36609084449145,0.000762787032607988,0.00105142430064114,"Prostate cancer: NFKBIA"
"P-hsa04742-46","DOWN",-3.34434641842846,0.000825162844587156,0.00113656791222137,"Taste transduction: P2RY1"
"P-hsa05205-319","UP",3.34407796872398,0.00082596484444911,0.0011368378930202,"Proteoglycans in cancer: KDR"
"P-hsa04520-69","DOWN",-3.32904478527302,0.000871863978285751,0.00119913256837542,"Adherens junction: IQGAP1**"
"P-hsa04115-25","UP",3.32877633556854,0.000872704692332604,0.0011994095258725,"p53 signaling pathway: CD82"
"P-hsa04066-45","UP",3.31830679709377,0.000906084847514534,0.00124437421225276,"HIF-1 signaling pathway: ALDOA"
"P-hsa05145-8","UP",3.31535385034447,0.000915711491059606,0.00125667502357558,"Toxoplasmosis: NFKB1"
"P-hsa04062-60","UP",3.31320625270862,0.000922772121912298,0.00126543896250546,"Chemokine signaling pathway: GSK3A"
"P-hsa05205-270","UP",3.31186400418622,0.000927210597632908,0.00127059684525883,"Proteoglycans in cancer: MAPK1****"
"P-hsa04370-39","DOWN",-3.30568966098315,0.000947883510511302,0.0012979777122038,"VEGF signaling pathway: RAC1"
"P-hsa04622-45","DOWN",-3.30461586216522,0.000951522089789293,0.00130106081665067,"RIG-I-like receptor signaling pathway: MAPK14"
"P-hsa05222-39","UP",3.30461586216522,0.000951522089789293,0.00130106081665067,"Small cell lung cancer: BCL2L1"
"P-hsa03320-8","UP",3.29790461955319,0.000974557903802563,0.00133158822107328,"PPAR signaling pathway: GK"
"P-hsa04950-16","DOWN",-3.29240140061132,0.000993829781199586,0.00135594521420394,"Maturity onset diabetes of the young: PAX4"
"P-hsa04950-8","DOWN",-3.29240140061132,0.000993829781199586,0.00135594521420394,"Maturity onset diabetes of the young: NEUROD1"
"P-hsa04971-39","DOWN",-3.2847505840336,0.00102121320140141,0.00139229357981762,"Gastric acid secretion: EZR"
"P-hsa04024-93","UP",3.27562329408124,0.00105479196118042,0.0014370295709328,"cAMP signaling pathway: ORAI1"
"P-hsa03320-43","DOWN",-3.27454949526331,0.00105880886412712,0.00144145531865201,"PPAR signaling pathway: ILK"
"P-hsa05120-52","DOWN",-3.2689120514692,0.00108013078136729,0.0014694164944489,"Epithelial cell signaling in Helicobacter pylori infection: LYN"
"P-hsa05220-22","UP",3.26810670235576,0.00108320898658746,0.00147253627452034,"Chronic myeloid leukemia: CDKN1B"
"P-hsa05031-8","UP",3.26716712839008,0.00108680442212952,0.00147635416069151,"Amphetamine addiction: DRD1"
"P-hsa04950-11","UP",3.25817406328995,0.00112184655967306,0.00152285394062711,"Maturity onset diabetes of the young: HNF4G"
"P-hsa04350-11","UP",3.24716762540622,0.00116614703511783,0.00158184514669635,"TGF-beta signaling pathway: SMAD4*"
