"","UP/DOWN","statistic","p.value","FDRp.value","path_name"
"P-hsa05214-35","DOWN",-11.9065497428606,1.09587731145118e-32,9.74343998238108e-32,"Glioma: E2F1"
"P-hsa05212-32","DOWN",-11.8641346895526,1.82063778919531e-32,1.61109268515585e-31,"Pancreatic cancer: CDK4"
"P-hsa04921-59","UP",11.8327260741282,2.64835809511969e-32,2.33254450067818e-31,"Oxytocin signaling pathway: CCND1"
"P-hsa04213-71","UP",11.7838682279126,4.73480991444326e-32,4.15070252312876e-31,"Longevity regulating pathway - multiple species: SIRT1**"
"P-hsa03320-26","DOWN",-11.7331312337657,8.63462605262298e-32,7.53421324405614e-31,"PPAR signaling pathway: CPT2"
"P-hsa04915-66","DOWN",-11.7218563461775,9.86460387928475e-32,8.56759114700842e-31,"Estrogen signaling pathway: AKT3*"
"P-hsa05200-212","UP",11.7154135532699,1.06439847894407e-31,9.20189652764548e-31,"Pathways in cancer: CCND1***"
"P-hsa05110-50","DOWN",-11.7062862633175,1.1853823162088e-31,1.02008129596684e-30,"Vibrio cholerae infection: ACTB"
"P-hsa05166-120","DOWN",-11.7009172692279,1.26282779287677e-31,1.08176481252823e-30,"HTLV-I infection: E2F1"
"P-hsa04510-19 26","DOWN",-11.6885685828218,1.46054195096131e-31,1.24544395454701e-30,"Focal adhesion: VCL ACTN4"
"P-hsa05217-5","UP",11.6764883461201,1.6836315247593e-31,1.42918223549703e-30,"Basal cell carcinoma: BMP2"
"P-hsa04110-96 97","DOWN",-11.6262882513821,3.03464499035695e-31,2.56441171257191e-30,"Cell cycle: TFDP1 E2F4"
"P-hsa04924-52","DOWN",-11.613939564976,3.50655282767341e-31,2.94990722184543e-30,"Renin secretion: KCNJ2"
"P-hsa05200-96","DOWN",-11.5951480856623,4.36794922513331e-31,3.65815747604915e-30,"Pathways in cancer: Phosphatidate"
"P-hsa04924-47","UP",11.5860207957099,4.8591289215283e-31,4.05143371412759e-30,"Renin secretion: KCNMA1"
"P-hsa04115-40","UP",11.5731352098948,5.647222836713e-31,4.66704407122184e-30,"p53 signaling pathway: PIDD1"
"P-hsa04115-31","UP",11.5731352098948,5.647222836713e-31,4.66704407122184e-30,"p53 signaling pathway: ADGRB1"
"P-hsa05166-65","DOWN",-11.4901842512101,1.48026184600075e-30,1.21796983469185e-29,"HTLV-I infection: PTTG2"
"P-hsa04668-38","DOWN",-11.4609232334216,2.0761474812992e-30,1.70080902834817e-29,"TNF signaling pathway: CEBPB"
"P-hsa04650-36","DOWN",-11.4526012925827,2.28546865117101e-30,1.86414747373775e-29,"Natural killer cell mediated cytotoxicity: CASP3"
"P-hsa04670-35","DOWN",-11.4485745470155,2.39414377642605e-30,1.94433494570358e-29,"Leukocyte transendothelial migration: PTK2"
"P-hsa05200-184","UP",11.4415948546989,2.59479825381229e-30,2.09820755351373e-29,"Pathways in cancer: GLI1"
"P-hsa04350-41","UP",11.4238771742032,3.182270231505e-30,2.56220555978686e-29,"TGF-beta signaling pathway: SMAD4***"
"P-hsa03320-20","DOWN",-11.4155552333642,3.50204088812866e-30,2.80761910518349e-29,"PPAR signaling pathway: SCP2"
"P-hsa04970-28","DOWN",-11.4001193753566,4.18183621538681e-30,3.33835095321943e-29,"Salivary secretion: AQP5"
"P-hsa04218-36 38","DOWN",-11.3973006534595,4.31950018955962e-30,3.4336365913618e-29,"Cellular senescence: MYBL2 LIN54"
"P-hsa05145-4 5","DOWN",-11.3868311149847,4.87106865769829e-30,3.8557488615367e-29,"Toxoplasmosis: MAP3K7 TAB1"
"P-hsa04520-17","DOWN",-11.3744824285786,5.61205399047223e-30,4.42361902778399e-29,"Adherens junction: SNAI1"
"P-hsa04115-50","UP",11.3634759906949,6.36618863311707e-30,4.99705852540905e-29,"p53 signaling pathway: RCHY1"
"P-hsa05016-48","UP",11.3505904048798,7.3776776859099e-30,5.74295574222696e-29,"Huntington's disease: HIP1"
"P-hsa05016-46","UP",11.3505904048798,7.3776776859099e-30,5.74295574222696e-29,"Huntington's disease: HTT**"
"P-hsa04670-86","DOWN",-11.3108598486165,1.16125158415527e-29,9.00209905733586e-29,"Leukocyte transendothelial migration: ACTB"
"P-hsa04210-4","UP",11.303343256891,1.26508965465495e-29,9.76670037914687e-29,"Apoptosis: DFFA"
"P-hsa03320-22","DOWN",-11.2856255763953,1.54774296575019e-29,1.18998598514236e-28,"PPAR signaling pathway: ACADM"
"P-hsa04930-15","UP",11.2509955645172,2.29341380877853e-29,1.75609971643613e-28,"Type II diabetes mellitus: D-Glucose*"
"P-hsa04115-3","UP",11.2445527716096,2.46717004790251e-29,1.88146789018907e-28,"p53 signaling pathway: GADD45G"
"P-hsa04360-81","DOWN",-11.2389153278155,2.62988335199264e-29,1.99743367139198e-28,"Axon guidance: FYN*"
"P-hsa04360-101 103","DOWN",-11.217976250866,3.33301828355218e-29,2.52126705642899e-28,"Axon guidance: DPYSL2 DPYSL5"
"P-hsa04724-5 71","UP",11.1974398484732,3.53702483579387e-29,2.66484280801177e-28,"Glutamatergic synapse: GRIN3A DLG4"
"P-hsa04014-65","DOWN",-11.2005270200747,4.05929646661705e-29,3.04609606854943e-28,"Ras signaling pathway: MLLT4*"
"P-hsa04210-50","UP",11.1865676354417,4.75164457406206e-29,3.55142837487666e-28,"Apoptosis: SPTA1"
"P-hsa04110-48","DOWN",-11.1790510437162,5.17173492439531e-29,3.8500693326054e-28,"Cell cycle: RB1*"
"P-hsa04530-22 33","UP",11.1492531265188,7.2318912443811e-29,5.36246164998377e-28,"Tight junction: MYL12B CGN"
"P-hsa04970-27","DOWN",-11.1441525821336,7.65841203262549e-29,5.6563704618919e-28,"Salivary secretion: PRKCA"
"P-hsa05205-431","DOWN",-11.1189183099124,1.01647841675002e-28,7.47809219538446e-28,"Proteoglycans in cancer: CDKN1A*"
"P-hsa05014-5","DOWN",-11.1012006294166,1.23955957656303e-28,9.08364752200095e-28,"Amyotrophic lateral sclerosis (ALS): TOMM40"
"P-hsa04152-38","DOWN",-11.0123437772333,3.33717398384286e-28,2.43600715707751e-27,"AMPK signaling pathway: PFKL"
"P-hsa04068-39","DOWN",-11.0118068778243,3.35712389617311e-28,2.44107148419409e-27,"FoxO signaling pathway: CCNB3"
"P-hsa04530-14 20 43","UP",10.9994581914182,3.85007378243825e-28,2.78870209106338e-27,"Tight junction: CTNNA1 ACTB ACTN4"
"P-hsa04924-23","UP",10.9795929132866,4.79790103589223e-28,3.46187013205147e-27,"Renin secretion: ITPR1"
"P-hsa05217-10","DOWN",-10.9777137653552,4.89862264341347e-28,3.52100232913551e-27,"Basal cell carcinoma: PTCH1*"
"P-hsa04920-37","UP",10.9642912801311,5.68276259251145e-28,4.06903153570667e-27,"Adipocytokine signaling pathway: IRS1"
"P-hsa04020-18","DOWN",-10.9377147593875,7.62052007194055e-28,5.39475307734357e-27,"Calcium signaling pathway: ATP"
"P-hsa04020-17","DOWN",-10.9377147593875,7.62052007194055e-28,5.39475307734357e-27,"Calcium signaling pathway: NADH"
"P-hsa04020-15","DOWN",-10.9377147593875,7.62052007194055e-28,5.39475307734357e-27,"Calcium signaling pathway: Nicotinic acid adenine dinucleotide phosphate"
"P-hsa04210-107","UP",10.9355671617516,7.80326248838067e-28,5.50335354443689e-27,"Apoptosis: MCL1"
"P-hsa04115-16","UP",10.9304666173665,8.25455031203934e-28,5.79982636156772e-27,"p53 signaling pathway: PPM1D"
"P-hsa03460-7","UP",10.9216077771186,9.10071692301803e-28,6.37050184611262e-27,"Fanconi anemia pathway: FANCI"
"P-hsa04012-24","DOWN",-10.9060376942587,1.08014877178713e-27,7.53293344190576e-27,"ErbB signaling pathway: CDKN1A"
"P-hsa05212-27","DOWN",-10.8869777652405,1.33176321901745e-27,9.25328814398789e-27,"Pancreatic cancer: BCL2L1*"
"P-hsa04068-53","DOWN",-10.8405359663652,2.21496234663206e-27,1.53330972777924e-26,"FoxO signaling pathway: SOD2"
"P-hsa04064-54","DOWN",-10.8265765817322,2.57984876784789e-27,1.77933687076568e-26,"NF-kappa B signaling pathway: CCL13"
"P-hsa04550-53 64","UP",10.8222813864605,2.70367929993671e-27,1.8579129548283e-26,"Signaling pathways regulating pluripotency of stem cells: SMAD1 SMAD4"
"P-hsa04917-44","UP",10.8155701438485,2.90906359981711e-27,1.99175303403536e-26,"Prolactin signaling pathway: PRLR**"
"P-hsa04152-61","UP",10.7959733154213,3.60157492606133e-27,2.45692893137857e-26,"AMPK signaling pathway: RPS6KB1"
"P-hsa04012-31","DOWN",-10.7897989722183,3.85192121377657e-27,2.61818992646552e-26,"ErbB signaling pathway: BAD"
"P-hsa04530-30","DOWN",-10.714901504668,8.67752183401882e-27,5.87690648397809e-26,"Tight junction: AKT3"
"P-hsa04012-25","DOWN",-10.7060426644201,9.54894289698508e-27,6.42072289417348e-26,"ErbB signaling pathway: CDKN1B"
"P-hsa04972-39","UP",10.7063111141246,9.52130355947132e-27,6.42072289417348e-26,"Pancreatic secretion: KCNMA1*"
"P-hsa04064-96","DOWN",-10.6601377649538,1.5659148328918e-26,1.04916293803751e-25,"NF-kappa B signaling pathway: BCL2A1"
"P-hsa05221-5","DOWN",-10.6579901673179,1.60249114900706e-26,1.06984818346521e-25,"Acute myeloid leukemia: SPI1"
"P-hsa04931-61","UP",10.6566479187955,1.62578015959697e-26,1.08154736858295e-25,"Insulin resistance: ACACB"
"P-hsa04914-30","DOWN",-10.6193334098726,2.42630486417702e-26,1.60839149300215e-25,"Progesterone-mediated oocyte maturation: CDK1*"
"P-hsa04540-14 16","UP",10.5889985932662,3.35638926485592e-26,2.20932851258586e-25,"Gap junction: GJA1 GJA1"
"P-hsa04540-14 15","UP",10.5889985932662,3.35638926485592e-26,2.20932851258586e-25,"Gap junction: GJA1 GJA1*"
"P-hsa04340-13","UP",10.5739654098153,3.94060208892287e-26,2.58481451706969e-25,"Hedgehog signaling pathway: GLI1*"
"P-hsa04670-10","DOWN",-10.5694017648391,4.13713125666555e-26,2.70427116289358e-25,"Leukocyte transendothelial migration: BCAR1"
"P-hsa03320-66","DOWN",-10.5554423802061,4.80061762831341e-26,3.12706898288748e-25,"PPAR signaling pathway: UCP1"
"P-hsa04725-64","UP",10.5390669482327,5.71437023984426e-26,3.70939742904769e-25,"Cholinergic synapse: KCNJ3"
"P-hsa05164-90","DOWN",-10.5382615991192,5.76350844445747e-26,3.72620064171448e-25,"Influenza A: MAPK1"
"P-hsa05200-188","UP",10.5379931494148,5.77998073954645e-26,3.72620064171448e-25,"Pathways in cancer: KLK3"
"P-hsa05034-61","UP",10.5277920606445,6.44173389785858e-26,4.12446852982345e-25,"Alcoholism: CRH"
"P-hsa05034-62","UP",10.5277920606445,6.44173389785858e-26,4.12446852982345e-25,"Alcoholism: NPY"
"P-hsa03460-16 34","UP",10.5221546168504,6.83910792423985e-26,4.36400219927686e-25,"Fanconi anemia pathway: FANCM STRA13"
"P-hsa04723-9","DOWN",-10.5107455044099,7.71902092586378e-26,4.87571826832338e-25,"Retrograde endocannabinoid signaling: PRKCA"
"P-hsa04725-20","DOWN",-10.5107455044099,7.71902092586378e-26,4.87571826832338e-25,"Cholinergic synapse: PRKCA"
"P-hsa04726-18","DOWN",-10.5107455044099,7.71902092586378e-26,4.87571826832338e-25,"Serotonergic synapse: PRKCA"
"P-hsa04390-13","DOWN",-10.5044369363546,8.25304501474829e-26,5.19554108982141e-25,"Hippo signaling pathway: BIRC5"
"P-hsa04970-18","UP",10.4834978594051,1.03013409841312e-25,6.46331628302011e-25,"Salivary secretion: VAMP2"
"P-hsa04340-20 22","UP",10.4808133623602,1.05979933529342e-25,6.62727851003486e-25,"Hedgehog signaling pathway: GLI1 SUFU*"
"P-hsa04742-34","UP",10.469538474772,1.1939200803921e-25,7.44117631500195e-25,"Taste transduction: GRM1"
"P-hsa03460-16 49","UP",10.4679277765451,1.21440592219936e-25,7.54379307962253e-25,"Fanconi anemia pathway: FANCM C19orf40"
"P-hsa05152-77","DOWN",-10.4598742854107,1.32217889768808e-25,8.18616373618099e-25,"Tuberculosis: IL12A"
"P-hsa03320-37","UP",10.4461833504821,1.52756930740763e-25,9.42671059439707e-25,"PPAR signaling pathway: HMGCS2"
"P-hsa04911-35","UP",10.4241704747147,1.9259854345002e-25,1.18463890987619e-24,"Insulin secretion: TRPM4"
"P-hsa05215-12","UP",10.4155800841713,2.10807470243722e-25,1.29240135352033e-24,"Prostate cancer: KLK3"
"P-hsa04972-51","DOWN",-10.4034998474696,2.39327607638786e-25,1.46247098348652e-24,"Pancreatic secretion: CLCA1"
"P-hsa05218-9","UP",10.4008153504248,2.46167221802303e-25,1.49938216915948e-24,"Melanoma: CCND1"
"P-hsa04540-18 19","UP",10.3949094569262,2.61903702886217e-25,1.59006908289496e-24,"Gap junction: GJA1 GJA1***"
"P-hsa04068-88","DOWN",-10.3648430900243,3.58849553662528e-25,2.17161858926097e-24,"FoxO signaling pathway: FBXO32"
"P-hsa04725-25","DOWN",-10.3498099065734,4.19905797438688e-25,2.52826732221038e-24,"Cholinergic synapse: CACNA1A"
"P-hsa04750-60","DOWN",-10.3496756817211,4.20479426721555e-25,2.52826732221038e-24,"Inflammatory mediator regulation of TRP channels: TRPV3"
"P-hsa04115-29","UP",10.3366558710538,4.81705492380851e-25,2.88715496391845e-24,"p53 signaling pathway: IGF1"
"P-hsa04360-35","UP",10.3358505219403,4.85769203508997e-25,2.90223893561426e-24,"Axon guidance: ROCK1*"
"P-hsa04932-55","DOWN",-10.3205488887849,5.69765509627519e-25,3.39327014622611e-24,"Non-alcoholic fatty liver disease (NAFLD): CASP3"
"P-hsa04210-106","UP",10.3181328414446,5.84283615735804e-25,3.46872171873534e-24,"Apoptosis: TUBA1B"
"P-hsa04350-21","UP",10.3079317526743,6.4973245668162e-25,3.84510438086662e-24,"TGF-beta signaling pathway: CDKN2B"
"P-hsa05200-217","DOWN",-10.2915563207009,7.70301878767234e-25,4.54429661813626e-24,"Pathways in cancer: E2F1*"
"P-hsa05161-213","DOWN",-10.2644429005483,1.02049274981882e-24,6.00139309924797e-24,"Hepatitis B: E2F1"
"P-hsa04340-51","UP",10.2488728176884,1.19897977742647e-24,7.02901894516266e-24,"Hedgehog signaling pathway: CCND1*"
"P-hsa05219-19","UP",10.2461883206436,1.23273751259848e-24,7.20440988671262e-24,"Bladder cancer: TP53"
"P-hsa04931-149","UP",10.2367925809867,1.35847554793727e-24,7.91459667059104e-24,"Insulin resistance: ACACB*"
"P-hsa04932-14","DOWN",-10.2354503324643,1.37744609408031e-24,8.00027514704231e-24,"Non-alcoholic fatty liver disease (NAFLD): PKLR"
"P-hsa04742-31","DOWN",-10.2298128886702,1.46003022648106e-24,8.45375526197058e-24,"Taste transduction: Calcium cation*"
"P-hsa04932-7","UP",10.2268599419209,1.50522728786993e-24,8.68863505244306e-24,"Non-alcoholic fatty liver disease (NAFLD): SREBF1"
"P-hsa04920-12","DOWN",-10.2251150188418,1.53254477494246e-24,8.81918404230693e-24,"Adipocytokine signaling pathway: Diacylglycerol"
"P-hsa04310-20","UP",10.1882031844756,2.24172686940924e-24,1.28607939052347e-23,"Wnt signaling pathway: MAPK8"
"P-hsa04210-52","UP",10.1734384507291,2.60904737809189e-24,1.49224782966475e-23,"Apoptosis: PARP2"
"P-hsa05166-74","UP",10.1691432554574,2.72668549118075e-24,1.55479087582221e-23,"HTLV-I infection: NFKB1"
"P-hsa04530-4 37 11","UP",10.1581368175737,3.05266103029143e-24,1.73539154328083e-23,"Tight junction: OCLN TJP3 TJP1"
"P-hsa04370-14","DOWN",-10.1377346400331,3.76227622687079e-24,2.12535976479858e-23,"VEGF signaling pathway: PTGS2"
"P-hsa04713-61","UP",10.1380030897376,3.75195370945442e-24,2.12535976479858e-23,"Circadian entrainment: FOS"
"P-hsa04724-67","DOWN",-10.1374661903286,3.77262687461582e-24,2.12535976479858e-23,"Glutamatergic synapse: PLD1"
"P-hsa04068-42","DOWN",-10.1329025453524,3.95296617681915e-24,2.22028878674034e-23,"FoxO signaling pathway: CDKN2D"
"P-hsa04660-43","UP",10.13156029683,4.00761392028034e-24,2.24426379535699e-23,"T cell receptor signaling pathway: RHOA"
"P-hsa04115-30","UP",10.1251175039225,4.28051891109989e-24,2.38995639203077e-23,"p53 signaling pathway: SERPINE1"
"P-hsa04923-66","UP",10.1173324624925,4.63493516437366e-24,2.58015975322403e-23,"Regulation of lipolysis in adipocytes: LIPE"
"P-hsa05205-215 216","UP",10.1130372672208,4.84276113548547e-24,2.68787570715111e-23,"Proteoglycans in cancer: EIF4B RPS6"
"P-hsa05200-222","DOWN",-10.1028361784505,5.37407253099942e-24,2.97397052157962e-23,"Pathways in cancer: CASP9*"
"P-hsa04068-55","DOWN",-10.1009570305192,5.47806126903483e-24,3.02260086491451e-23,"FoxO signaling pathway: ATM"
"P-hsa04071-65","DOWN",-10.0961249358385,5.7547019941793e-24,3.16592989474498e-23,"Sphingolipid signaling pathway: BAX*"
"P-hsa04152-64","UP",10.0816286517965,6.67037763001259e-24,3.65895568242796e-23,"AMPK signaling pathway: ACACB"
"P-hsa05134-72","DOWN",-10.0687430659814,7.60460766873169e-24,4.15925480657162e-23,"Legionellosis: IL12A"
"P-hsa04520-44 52 45","UP",10.0590788766201,8.38928070888098e-24,4.57508447961068e-23,"Adherens junction: ACTB ACTN4 CTNNA1"
"P-hsa04261-8 38","UP",10.0494146872587,9.25406310583013e-24,5.03206445986589e-23,"Adrenergic signaling in cardiomyocytes: ATP2A2 PLN"
"P-hsa05223-37","UP",10.0478039890319,9.40653852556318e-24,5.10019256472732e-23,"Non-small cell lung cancer: CCND1*"
"P-hsa05161-126","UP",10.0298178588316,1.12877690309223e-23,6.10255178732282e-23,"Hepatitis B: MYC*"
"P-hsa04973-5","DOWN",-10.0204221191748,1.24140805368964e-23,6.69218824345337e-23,"Carbohydrate digestion and absorption: SLC2A5"
"P-hsa04152-56","UP",10.0169322730165,1.28601868646832e-23,6.9128110481793e-23,"AMPK signaling pathway: FASN"
"P-hsa05169-32","DOWN",-10.0126370777448,1.3431085915541e-23,7.19906205072995e-23,"Epstein-Barr virus infection: CR2"
"P-hsa04917-31","DOWN",-10.0072680836552,1.41801157625716e-23,7.57888808278754e-23,"Prolactin signaling pathway: GALT"
"P-hsa04310-36","DOWN",-9.97022202443675,2.06046610389596e-23,1.09813477582637e-22,"Wnt signaling pathway: MYC"
"P-hsa04664-25","UP",9.95465194157683,2.40988489393463e-23,1.28072069717319e-22,"Fc epsilon RI signaling pathway: MAPK14"
"P-hsa05161-125","UP",9.93424976403625,2.95789184901727e-23,1.56751556744531e-22,"Hepatitis B: CDKN1A"
"P-hsa04910-18","UP",9.9321021664004,3.02230870164756e-23,1.59714116177206e-22,"Insulin signaling pathway: LIPE"
"P-hsa04740-33","UP",9.91277378767774,3.66824493384539e-23,1.93304143143088e-22,"Olfactory transduction: CNGA3*"
"P-hsa04068-66","DOWN",-9.91223688826878,3.68801505746061e-23,1.93801575568519e-22,"FoxO signaling pathway: BNIP3"
"P-hsa04713-60","UP",9.91169998885981,3.70789067421581e-23,1.94301757118125e-22,"Circadian entrainment: PER1"
"P-hsa04152-63","UP",9.91035774033741,3.75804491205749e-23,1.96381399861277e-22,"AMPK signaling pathway: PPARG"
"P-hsa05210-53","UP",9.90123045038504,4.11736836762905e-23,2.14560640490891e-22,"Colorectal cancer: CCND1*"
"P-hsa04072-57","DOWN",-9.89720370481782,4.2865155351103e-23,2.21529012227739e-22,"Phospholipase D signaling pathway: Sphingosine 1-phosphate"
"P-hsa04668-153","DOWN",-9.8974721545223,4.27502810059596e-23,2.21529012227739e-22,"TNF signaling pathway: MAPK14*"
"P-hsa05034-99","UP",9.89774060422678,4.26357114696541e-23,2.21529012227739e-22,"Alcoholism: PDYN"
"P-hsa05152-98","DOWN",-9.88404966929824,4.88846394579578e-23,2.51943911052552e-22,"Tuberculosis: IL23A"
"P-hsa04970-45","UP",9.87572772845932,5.31172752658319e-23,2.73008242188221e-22,"Salivary secretion: KCNMA1"
"P-hsa04931-40","UP",9.87277478171002,5.47052019045521e-23,2.80401526702021e-22,"Insulin resistance: PRKCZ"
"P-hsa05132-68","DOWN",-9.86767423732488,5.75588730211456e-23,2.94224647922804e-22,"Salmonella infection: NOS2"
"P-hsa04340-50","UP",9.86713733791591,5.78677007061121e-23,2.94999474251811e-22,"Hedgehog signaling pathway: BCL2"
"P-hsa04071-11","DOWN",-9.85264105387392,6.68553038383155e-23,3.39893089432737e-22,"Sphingolipid signaling pathway: PRKCA"
"P-hsa04068-46","DOWN",-9.84405066333052,7.28196457833575e-23,3.68220095659242e-22,"FoxO signaling pathway: PLK4"
"P-hsa04921-65","DOWN",-9.84405066333052,7.28196457833575e-23,3.68220095659242e-22,"Oxytocin signaling pathway: TRPM2"
"P-hsa04068-41","DOWN",-9.837070971014,7.80511413442182e-23,3.93612745058477e-22,"FoxO signaling pathway: CDKN2B"
"P-hsa04068-60","DOWN",-9.83519182308263,7.95220906051424e-23,3.99955608512727e-22,"FoxO signaling pathway: RAG1"
"P-hsa05132-41","DOWN",-9.83197042662886,8.21078337691098e-23,4.11856406820455e-22,"Salmonella infection: ACTB*"
"P-hsa04360-19","DOWN",-9.8126420479062,9.94653252677708e-23,4.97591867206235e-22,"Axon guidance: CDC42"
"P-hsa04014-69","DOWN",-9.78069653307292,1.3645033309763e-22,6.80800066199876e-22,"Ras signaling pathway: PLCE1*"
"P-hsa04550-36","UP",9.77022699459815,1.5131345509466e-22,7.52955017924623e-22,"Signaling pathways regulating pluripotency of stem cells: AKT3*"
"P-hsa05032-13","UP",9.76351575198612,1.61672702523141e-22,8.02375634744477e-22,"Morphine addiction: PRKACA"
"P-hsa04152-77","UP",9.75626760996512,1.73650015449016e-22,8.59544667499614e-22,"AMPK signaling pathway: CCND1"
"P-hsa04115-39","UP",9.74203977562761,1.99772557077055e-22,9.86245571254091e-22,"p53 signaling pathway: BAX"
"P-hsa05217-3","UP",9.73344938508421,2.17390194807699e-22,1.07040421380379e-21,"Basal cell carcinoma: GLI1"
"P-hsa04115-27","DOWN",-9.73264403597076,2.19118646430522e-22,1.07609052540225e-21,"p53 signaling pathway: THBS1"
"P-hsa04919-31","UP",9.72297984660944,2.40951814496733e-22,1.1802235091276e-21,"Thyroid hormone signaling pathway: ATP2A2"
"P-hsa04550-60","DOWN",-9.71546325488396,2.59409838691298e-22,1.26732514943978e-21,"Signaling pathways regulating pluripotency of stem cells: MAPK14"
"P-hsa05216-11","DOWN",-9.70955736138537,2.74888422728098e-22,1.33945631438419e-21,"Thyroid cancer: MYC"
"P-hsa04064-137","DOWN",-9.70096697084197,2.99047788995264e-22,1.45340324392517e-21,"NF-kappa B signaling pathway: ICAM1"
"P-hsa05032-38","DOWN",-9.69801402409267,3.07828671678856e-22,1.49221340586443e-21,"Morphine addiction: CACNA1A"
