"","UP/DOWN","statistic","p.value","FDRp.value"
"P-hsa04623-8","DOWN",-2.89952525810289,0.00373888279430195,0.00489131389268511
"P-hsa05014-49","UP",2.88690812199227,0.0038921381671784,0.00508825867709176
"P-hsa04261-20","UP",2.88610277287882,0.00390211150478493,0.00509774455639034
"P-hsa04728-24","DOWN",-2.87429098588164,0.00405107824031475,0.00528867277580408
"P-hsa04064-134","DOWN",-2.87268028765476,0.00407178714873268,0.00531201160710883
"P-hsa04066-89","UP",2.87160648883683,0.00408564633963278,0.00532638813978534
"P-hsa04910-20","UP",2.86999579060994,0.00410651541064979,0.00534987702109653
"P-hsa05216-14","DOWN",-2.86838509238305,0.00412748117183086,0.00537345917998243
"P-hsa04014-42","UP",2.8662374947472,0.00415558660702807,0.0054062971392404
"P-hsa04912-33","UP",2.86033160124861,0.00423377414318542,0.00550419978698257
"P-hsa04210-83","UP",2.85898935272621,0.00425172908669145,0.00552371451982906
"P-hsa03320-30","DOWN",-2.85415725804554,0.00431694013035677,0.00560455341491301
"P-hsa04913-64","UP",2.84717756572903,0.00441273541853525,0.00572495964396413
"P-hsa04218-52 53","DOWN",-2.84341926986629,0.00446511171263082,0.00578890779052898
"P-hsa04740-37","UP",2.83805027577666,0.00454091239166598,0.00588151802877046
"P-hsa05150-14","DOWN",-2.83791605092442,0.00454281429834137,0.00588151802877046
"P-hsa05160-71","DOWN",-2.83375508050496,0.00460239012183252,0.00595454059900539
"P-hsa03320-61","UP",2.82677538818845,0.00470390062009773,0.00608167991957501
"P-hsa05031-59","DOWN",-2.82650693848397,0.00470784503846389,0.00608258766677566
"P-hsa04670-14","DOWN",-2.825970039075,0.0047157428589421,0.0060885984882143
"P-hsa04210-63","DOWN",-2.82328554203019,0.00475541215384351,0.00613559367304706
"P-hsa05321-55","UP",2.81791654794056,0.00483565810507423,0.00623484165300293
"P-hsa04933-12","DOWN",-2.8058363112389,0.00502070875867569,0.0064689901313706
"P-hsa04728-36","DOWN",-2.80556786153442,0.00502489122553944,0.00646993544208099
"P-hsa04022-66","DOWN",-2.80100421655824,0.00509650466957932,0.00655764249666036
"P-hsa04150-31","UP",2.79644057158206,0.00516903781428782,0.00664641188458118
"P-hsa05219-10","DOWN",-2.79160847690139,0.00524685319444267,0.00674184698135236
"P-hsa04915-12 14","UP",2.79107157749243,0.00525556435102566,0.00674841801678586
"P-hsa04722-70","DOWN",-2.78301808635799,0.00538780885686411,0.00691349481222782
"P-hsa04810-21 82","UP",2.77872289108629,0.00545956109418023,0.00700077690545599
"P-hsa05010-51","DOWN",-2.76905870172496,0.00562416704671879,0.00720692443964785
"P-hsa04810-26 80","DOWN",-2.76261590881741,0.00573637801998424,0.00734569635869654
"P-hsa05133-96","DOWN",-2.75912606265915,0.00579799831061273,0.00741953944796008
"P-hsa05160-22 23","DOWN",-2.7411399324589,0.00612514434904554,0.00783283626367378
"P-hsa05014-54","DOWN",-2.73550248866479,0.00623105218893548,0.00796284326051973
"P-hsa05152-69","UP",2.73013349457517,0.00633344658451588,0.00808818638022586
"P-hsa04340-15","UP",2.72718054782587,0.00639040671242438,0.00815537618537968
"P-hsa04916-8","UP",2.72046930521384,0.00652157938606005,0.00831146938060371
"P-hsa04916-6","UP",2.72046930521384,0.00652157938606005,0.00831146938060371
"P-hsa05221-29","UP",2.71885860698695,0.00655341900536569,0.00834637749766873
"P-hsa04210-3","UP",2.71644255964662,0.00660144059886891,0.00840183348946952
"P-hsa04152-94","UP",2.70463077264944,0.00684079805153774,0.00870056755571851
"P-hsa04724-51","DOWN",-2.70275162471807,0.00687958846519311,0.00874397558313162
"P-hsa04014-54","UP",2.69362433476571,0.00707082432086402,0.00898095221796946
"P-hsa04910-42","UP",2.68986603890297,0.00715094615820678,0.00907043610060576
"P-hsa04919-89","DOWN",-2.68986603890297,0.00715094615820678,0.00907043610060576
"P-hsa04024-118","DOWN",-2.68583929333575,0.00723769451004069,0.00917426682488942
"P-hsa04310-13","DOWN",-2.68476549451782,0.00726098634422054,0.00919757621995796
"P-hsa04210-75","DOWN",-2.6520146305711,0.0080044888447791,0.0101325378359012
"P-hsa04520-10","UP",2.63966594416496,0.00830206538074499,0.0105021406974225
"P-hsa05130-9","DOWN",-2.63214935243948,0.00848800834154726,0.010730123752522
"P-hsa04933-24","UP",2.62919640569019,0.00856207036088426,0.0108164606040531
"P-hsa04550-66","UP",2.61818996780645,0.00884323577869472,0.0111641388430897
"P-hsa04726-41","DOWN",-0.20321642629237,0.00933863417924962,0.0117421432441503
"P-hsa04742-57","DOWN",-0.20321642629237,0.00933863417924962,0.0117421432441503
"P-hsa04976-41","DOWN",-0.20321642629237,0.00933863417924962,0.0117421432441503
"P-hsa04976-36","DOWN",-0.20321642629237,0.00933863417924962,0.0117421432441503
"P-hsa04976-37","UP",0.20321642629237,0.00933863417924962,0.0117421432441503
"P-hsa04976-95 96","UP",0.20321642629237,0.00933863417924962,0.0117421432441503
"P-hsa05215-9","DOWN",-2.59913003878828,0.00934969134268698,0.0117481721090963
"P-hsa04520-1 13","UP",2.58409685533732,0.00976723765087304,0.0122646170234524
"P-hsa04917-40","DOWN",-2.57604336420288,0.00999768906030928,0.012545595101766
"P-hsa05140-26","DOWN",-2.5757749144984,0.0100054559423402,0.0125469487619185
"P-hsa04950-31","DOWN",-2.56637917484155,0.0102806115219827,0.0128833849133197
"P-hsa04010-120","UP",2.56557382572811,0.0103045159889856,0.0129047209581689
"P-hsa04022-57","DOWN",-2.54758769552786,0.0108512322821719,0.0135803280596094
"P-hsa04530-20 31","DOWN",-2.54087645291583,0.0110617440140043,0.0138345545135147
"P-hsa05164-41 42","UP",2.53819195587101,0.0111469594698807,0.0139318427484984
"P-hsa04152-82","UP",2.53201761266794,0.0113451714747861,0.0141701342787608
"P-hsa04622-11","UP",2.5269170682828,0.0115112655005831,0.0143680200127039
"P-hsa04010-117","DOWN",-2.52557481976039,0.011555331580822,0.0144134322111849
"P-hsa04630-36","UP",2.48477046467923,0.0129683874411787,0.0161652457406321
"P-hsa05211-43","UP",2.47805922206719,0.0132148921194193,0.0164615787623045
"P-hsa04723-42","UP",2.45685169541317,0.0140212908949905,0.0174429321744046
"P-hsa04723-50","UP",2.45685169541317,0.0140212908949905,0.0174429321744046
"P-hsa05132-6","DOWN",-2.45148270132354,0.0142322093546278,0.0176935883030363
"P-hsa04919-87","DOWN",-2.44718750605184,0.0144029545424688,0.0178940018024315
"P-hsa04728-44","UP",2.44584525752943,0.014456681650604,0.0179488648421794
"P-hsa04920-1","UP",2.44262386107566,0.0145863484140473,0.0180978767359475
"P-hsa04211-50","UP",2.43322812141881,0.0149704181414683,0.0185621311522766
"P-hsa04670-55","UP",2.43081207407848,0.0150706076568763,0.0186740158284676
"P-hsa03320-32","DOWN",-2.42785912732918,0.0151938631788128,0.0188143150649854
"P-hsa05200-193","DOWN",-2.4275906776247,0.015205112119792,0.0188158247603759
"P-hsa04152-30","UP",2.4219532338306,0.0154430398703957,0.019097655106699
"P-hsa04530-6 11 45","DOWN",-2.42087943501267,0.0154887291318453,0.0191415387689998
"P-hsa04670-15","UP",2.40799384919757,0.0160463337909357,0.0198175919629989
"P-hsa04924-30","DOWN",-2.39134996751972,0.0167926819209611,0.0207257047919231
"P-hsa05219-21","UP",2.38275957697632,0.0171896785222862,0.0212017336671984
"P-hsa04310-22","DOWN",-2.37175313909259,0.0177103467014106,0.0218295732009503
"P-hsa04510-26 4 5","UP",2.36665259470744,0.0179562831311949,0.0221181793526735
"P-hsa04024-62","DOWN",-2.35591460652819,0.0184838420059086,0.0227530758550424
"P-hsa05213-11","UP",2.3414183224862,0.0192175374139938,0.0236407214351819
"P-hsa05212-14","DOWN",-2.3384653757369,0.0193700762556046,0.0238127542958808
"P-hsa05211-12","UP",2.33524397928312,0.0195376878835551,0.0240030795478385
"P-hsa05020-46","DOWN",-2.33470707987416,0.0195657459874258,0.0240218190264468
"P-hsa04510-6 4 5","UP",2.32960653548902,0.0198340582202439,0.0243353127672842
"P-hsa04014-55","UP",2.32665358873972,0.0199908606796511,0.024511669696095
"P-hsa04916-7","UP",2.31698939937839,0.020511621879991,0.025133770507422
"P-hsa04020-64","UP",2.26732620404935,0.0233785005980324,0.0286093066679118
"P-hsa04020-12","UP",2.26732620404935,0.0233785005980324,0.0286093066679118
"P-hsa05152-24 25","DOWN",-2.25766201468802,0.0239751150314211,0.0293202840931852
"P-hsa05215-39","DOWN",-2.2420919318281,0.0249641058422942,0.0305098778893446
"P-hsa04919-49","DOWN",-2.24168925727138,0.0249828049502922,0.03051285292106
"P-hsa05211-40","UP",2.23940743478329,0.0251381448936745,0.0306826023555845
"P-hsa05161-29","DOWN",-2.23511223951159,0.0254187921377229,0.031004976625727
"P-hsa05031-101","UP",2.23162239335333,0.0256488103716197,0.0312652165413636
"P-hsa04066-48","UP",2.2305485945354,0.025719946475142,0.0313315711606275
"P-hsa05150-40","DOWN",-2.20934106788138,0.027160257143458,0.0330432181589671
"P-hsa05152-20","DOWN",-2.20934106788138,0.027160257143458,0.0330432181589671
"P-hsa04724-44","DOWN",-2.20021377792901,0.0278012512948751,0.0338011324881307
"P-hsa04621-21 31 41","DOWN",-2.19538168324835,0.0281458516190844,0.034197938884328
"P-hsa04919-46","UP",2.19242873649905,0.0283582478011646,0.0344337041262037
"P-hsa05205-284","DOWN",-2.17712710334362,0.0294810987934904,0.035773959467392
"P-hsa05168-29","DOWN",-2.17685865363914,0.029501134488548,0.0357751314159767
"P-hsa04210-64","DOWN",-2.17497950570777,0.0296417125672351,0.0359223855142979
"P-hsa04722-33","UP",2.17471105600329,0.029661842102366,0.0359235737792374
"P-hsa04210-114","UP",2.17444260629881,0.0296819833918356,0.0359247747374732
"P-hsa04210-56","DOWN",-2.16987896132262,0.0300261889759816,0.0363179435969964
"P-hsa04742-49","DOWN",-0.315159953061086,0.0307079188946735,0.0371185926845409
"P-hsa04015-17","DOWN",-2.15565112698511,0.0311214074259246,0.037594179221529
"P-hsa04151-51","DOWN",-2.14491313880586,0.0319705278944949,0.0385950516924533
"P-hsa04924-34","UP",2.14034949382968,0.0323373732160379,0.0390128052432714
"P-hsa04330-11","DOWN",-2.13685964767142,0.0326203309751498,0.0393288823325071
"P-hsa04211-39","DOWN",-2.12504786067424,0.0335938199553962,0.0404765614876835
"P-hsa04062-33","DOWN",-2.12477941096976,0.0336162304298991,0.0404775662942816
"P-hsa05205-400","UP",2.09659219199922,0.0360415848508417,0.0433701174985113
"P-hsa04390-60","UP",2.07350551741382,0.0381377384755658,0.0458630752436933
"P-hsa04723-46","UP",2.06330442864353,0.0390964599996579,0.046985880178961
"P-hsa04022-58","UP",2.06196218012113,0.0392241185537543,0.047078980426643
"P-hsa04022-59","UP",2.06196218012113,0.0392241185537543,0.047078980426643
"P-hsa04923-26 27","UP",2.05981458248528,0.0394290696003017,0.0472947151983158
"P-hsa05222-19","UP",2.04692899667017,0.0406782392252171,0.0487619021000047
"P-hsa04151-101","UP",2.02115782503996,0.0432773221122289,0.0518443526708438
"P-hsa04151-102","UP",1.9889438605022,0.0467222188253091,0.0559354706549329
"P-hsa04722-38","UP",1.98008502025432,0.0477090578901669,0.0570804799757354
"P-hsa05205-69","UP",1.97364222734677,0.0484377137318136,0.0579153288469613
"P-hsa04390-78","UP",1.97015238118851,0.0488362897439365,0.0583547003564489
"P-hsa04670-28 41 49","DOWN",-1.9688101326661,0.0489903196048299,0.0585014892289376
"P-hsa05160-54","DOWN",-1.96612563562129,0.0492996027902243,0.0588333682153059
"P-hsa04650-116","DOWN",-1.96344113857648,0.0496105225929129,0.0591667771038173
"P-hsa04015-30","DOWN",-1.94975020364793,0.0512219074457272,0.0610497448336621
"P-hsa05160-12 13 14","DOWN",-1.94518655867175,0.0517686799573519,0.061662249904757
"P-hsa05161-26","DOWN",-1.93391167108353,0.0531404969469673,0.0632560737769737
"P-hsa05166-89 90","DOWN",-1.93256942256112,0.0533058131984802,0.0634126224225421
"P-hsa04360-58","DOWN",-1.93176407344768,0.053405208987686,0.063490603333903
"P-hsa04062-25","DOWN",-1.92371058231324,0.0544077069058364,0.0646414554498728
"P-hsa04360-11","DOWN",-1.92075763556394,0.0547792015669761,0.0650416342655994
"P-hsa04810-23","DOWN",-1.9156570911788,0.0554258558570771,0.0657678087209846
"P-hsa04390-75","DOWN",-1.91189879531606,0.0559063980231913,0.0662960826115719
"P-hsa04370-25","DOWN",-1.90921429827125,0.0562517628709348,0.0666624245460296
"P-hsa04664-30","DOWN",-1.90894584856677,0.0562863968448353,0.0666624245460296
"P-hsa05012-57","DOWN",-1.89901320950096,0.0575803890535169,0.0681519305138155
"P-hsa04024-108","UP",1.89230196688892,0.0584686348513471,0.069159621047369
"P-hsa05211-31","UP",1.8882752213217,0.0590070244142904,0.0697524749850087
"P-hsa04750-90","DOWN",-1.88746987220826,0.0591151946881431,0.0698350008125107
"P-hsa04919-28","UP",1.88720142250378,0.0591512880016415,0.0698350008125107
"P-hsa05160-55","DOWN",-1.88559072427689,0.0593682321823094,0.0700470462729638
"P-hsa04911-24","DOWN",-1.88183242841415,0.0598770038027202,0.0706029284311145
"P-hsa05034-75","UP",1.87955060592606,0.0601875887990476,0.0709245707204857
"P-hsa04726-16","UP",1.87619498462004,0.060646937157037,0.071376194546174
"P-hsa04726-46","UP",1.87619498462004,0.060646937157037,0.071376194546174
"P-hsa04971-52 53","DOWN",-1.86894684259905,0.0616488887782926,0.0725099155787316
"P-hsa05210-9 11","UP",1.8667992449632,0.061948381493901,0.0728165185980941
"P-hsa05200-210","DOWN",-1.86008800235116,0.0628920658384538,0.0738794712040948
"P-hsa05133-59","DOWN",-1.84022272421954,0.0657552454632242,0.0771945184536974
"P-hsa04218-74","UP",1.83861202599266,0.0659920300228988,0.0774240452301177
"P-hsa04722-46","DOWN",-1.83458528042544,0.0665870668090732,0.0780733358336383
"P-hsa05014-53","UP",1.83404838101647,0.0666667378777035,0.0781179264575713
"P-hsa04261-37","UP",1.8321692330851,0.0669462050432907,0.0783964298759134
"P-hsa04621-34 35","DOWN",-1.82733713840444,0.0676692354304291,0.0791936903727292
"P-hsa04810-32","DOWN",-1.82277349342826,0.068358044031205,0.0799499317970952
"P-hsa05168-91 92","UP",1.82196814431481,0.0684801893498684,0.080042887987759
"P-hsa04668-116","UP",1.81767294904311,0.0691346644675673,0.0807575532634846
"P-hsa04924-49","UP",1.80961945790867,0.0703756522523888,0.0821560196798267
"P-hsa04932-95","DOWN",-1.80881410879523,0.0705007499135752,0.082250874899171
"P-hsa04726-45","UP",1.79807612061598,0.072186119113169,0.0841647976732784
"P-hsa04666-29","UP",1.78223758805158,0.0747323774720264,0.0870794659239264
"P-hsa05014-32 34","DOWN",-1.77821084248436,0.0753912721512948,0.0877926918409864
"P-hsa04360-89","DOWN",-1.761835410511,0.0781197974312081,0.0909136104100164
"P-hsa04360-3","UP",1.74223858208386,0.0814901853053937,0.0947771777017474
"P-hsa04261-15 17","DOWN",-1.73069524479116,0.0835300890929185,0.0970293790330124
"P-hsa04261-15 16","DOWN",-1.73069524479116,0.0835300890929185,0.0970293790330124
"P-hsa04666-20","DOWN",-1.72827919745083,0.0839622363452504,0.0974710119948575
"P-hsa04720-32","UP",1.72371555247465,0.084783451778082,0.0983634851797661
"P-hsa04210-61","UP",1.71029306725058,0.0872365041759678,0.101146898537772
"P-hsa04621-30 32","DOWN",-1.70814546961473,0.0876342560151352,0.10154531456726
"P-hsa04072-27","UP",1.7057294222744,0.0880834741746007,0.102002837994785
"P-hsa04014-24","DOWN",-1.68828019148311,0.0913832125008567,0.105758733282916
"P-hsa04024-3","UP",1.68103204946211,0.0927827625961751,0.10731224576475
"P-hsa04668-20","DOWN",-1.67512615596352,0.0939358148148782,0.108578920882755
"P-hsa05030-13","DOWN",-1.66170367073946,0.0965988594724279,0.111588337666425
"P-hsa05166-5","UP",1.65552932753639,0.0978443787592698,0.11295757203224
"P-hsa04020-8","UP",1.63942234526751,0.101153268934862,0.116705739558304
"P-hsa05142-36","UP",1.63217420324651,0.102671064561427,0.118384091651651
"P-hsa03320-45","UP",1.62975815590618,0.103181003388752,0.118898994076965
"P-hsa04071-69","UP",1.62734210856585,0.103692953928722,0.119415581074452
"P-hsa04910-14","UP",1.6265367594524,0.103864052009228,0.119539240226571
"P-hsa04710-7","UP",1.62170466477174,0.104895356234977,0.120652169403321
"P-hsa05016-60","DOWN",-1.61848326831796,0.105587396951744,0.121299422340154
"P-hsa05134-35","DOWN",-1.61848326831796,0.105587396951744,0.121299422340154
"P-hsa04972-23","UP",1.60747683043423,0.107979232939446,0.123971261318482
"P-hsa04064-93","DOWN",-1.59942333929979,0.109756377145132,0.125934534265608
"P-hsa04020-7","UP",1.57445751678302,0.115412727634693,0.13234369012389
"P-hsa04921-46","DOWN",-1.56398797830825,0.117851917280535,0.135058153218255
"P-hsa04722-50","DOWN",-1.55620293687829,0.1196917540777,0.137082863644546
"P-hsa04064-55","DOWN",-1.54009595460941,0.123569682264397,0.141437903555832
"P-hsa04010-119","UP",1.51459323268369,0.129909463012317,0.148603751592138
"P-hsa04066-62","DOWN",-1.51271408475232,0.13038641318422,0.149058446760266
"P-hsa04910-17","UP",1.49472795455207,0.135020503579694,0.154262158779236
"P-hsa05231-60","DOWN",-1.49258035691622,0.135582228974753,0.154809654021082
"P-hsa05205-324","DOWN",-1.48318461725937,0.138061022656633,0.15754408668117
"P-hsa04520-7 68","UP",1.48023167051008,0.138847243159913,0.158344941135561
"P-hsa04066-54","UP",1.47674182435182,0.139780853439818,0.159312807444167
"P-hsa04520-44 49","DOWN",-1.47593647523837,0.139996986460303,0.159365501577384
"P-hsa04623-25","UP",1.47593647523837,0.139996986460303,0.159365501577384
"P-hsa05221-41","DOWN",-1.47110438055771,0.141299188085362,0.160750319495536
"P-hsa05216-12","UP",1.46627228587705,0.142610677272178,0.162144018522792
"P-hsa04151-34","DOWN",-1.46090329178742,0.144078827539104,0.163714040256426
"P-hsa04921-23","UP",1.4539235994709,0.146004710222782,0.165801959066549
"P-hsa04720-4 15","UP",1.4525813509485,0.146377320818312,0.166124533487691
"P-hsa05200-5","DOWN",-1.45150755213057,0.14667593279225,0.16616186589267
"P-hsa05210-7","DOWN",-1.45150755213057,0.14667593279225,0.16616186589267
"P-hsa05212-12","UP",1.45177600183505,0.146601236150117,0.16616186589267
"P-hsa05217-4","UP",1.43808506690651,0.150448002483461,0.170332198345789
"P-hsa04921-53","DOWN",-1.4294946763631,0.152900659259591,0.173004606013868
"P-hsa05164-68","DOWN",-1.42412568227348,0.154448944964519,0.174651127639202
"P-hsa04921-33","DOWN",-1.42278343375107,0.15483787124971,0.174985449677383
"P-hsa04620-21","UP",1.41983048700178,0.155696126795954,0.175849448446243
"P-hsa04010-78","UP",1.41795133907041,0.156244166233859,0.17636224780669
"P-hsa04024-113","DOWN",-1.41714598995696,0.156479487740489,0.176521659050605
"P-hsa05205-233 234","UP",1.41459571776439,0.157226356232815,0.17725759873363
"P-hsa04920-16","DOWN",-1.40882404911804,0.158926905123896,0.179067191599057
"P-hsa04917-75","DOWN",-1.38654272364609,0.165622202785268,0.186498951035512
"P-hsa04062-42","DOWN",-1.38117372955646,0.16726681440691,0.188237878720674
"P-hsa05166-34 35 36","UP",1.37754965854597,0.168383758686972,0.189381253775035
"P-hsa04024-116","UP",1.37177798989962,0.170174362503482,0.191280469776232
"P-hsa04921-54","DOWN",-1.35889240408451,0.174223229483176,0.195714238629004
"P-hsa04621-21 30","DOWN",-1.35003356383663,0.177048273765978,0.198649857407281
"P-hsa04933-65","DOWN",-1.35030201354111,0.1769621679538,0.198649857407281
"P-hsa04550-34","DOWN",-1.34010092477082,0.180256171363599,0.201984682670183
"P-hsa04666-40","UP",1.33983247506634,0.180343466669806,0.201984682670183
"P-hsa05161-66 67","DOWN",-1.3403693744753,0.18016890745306,0.201984682670183
"P-hsa04922-37","DOWN",-1.3245308419109,0.185371357528503,0.20749204458441
"P-hsa04622-9 35","UP",1.32130944545713,0.186442946561985,0.208567064848112
"P-hsa05162-105","UP",1.31432975314061,0.188780412953151,0.211056051668719
"P-hsa05162-101","DOWN",-1.3043971140748,0.192143963854733,0.214688550441619
"P-hsa04620-20","UP",1.28990083003281,0.197131706029265,0.220130405066013
"P-hsa04611-34","DOWN",-1.28318958742078,0.19947268074662,0.222611986365651
"P-hsa04010-15","UP",1.272720048946,0.203165051551676,0.226597881516614
"P-hsa05200-220","UP",1.27191469983256,0.203451128134129,0.226782125002748
"P-hsa04390-12","DOWN",-1.25473391874576,0.209624114648645,0.233524251235664
"P-hsa04340-17","UP",1.2469488773158,0.212465466613335,0.236549089238348
"P-hsa04211-43 59 60 61","UP",1.24587507849787,0.212859549985822,0.23684728100439
"P-hsa05168-92 93","UP",1.23406329150069,0.217229337293503,0.241566234002733
"P-hsa04662-32 51","UP",1.23003654593347,0.218733684955145,0.243095019535458
"P-hsa04922-17","UP",1.22762049859314,0.219639877754703,0.243957614368161
"P-hsa04933-52","DOWN",-1.22439910213936,0.220852321986368,0.245159145589602
"P-hsa04014-97","UP",1.22010390686766,0.222476368241311,0.246815888125784
"P-hsa04742-67","UP",1.21715096011837,0.223597848580009,0.247913453862941
"P-hsa03320-55","DOWN",-1.20587607253015,0.227917044022239,0.252553085992747
"P-hsa04724-33 70 69","DOWN",-1.18225249853579,0.237158774569854,0.262638642912069
"P-hsa04380-72","UP",1.17634660503721,0.239510018525804,0.265086014604371
"P-hsa04740-21","UP",1.1750043565148,0.240046676806043,0.265523328825552
"P-hsa04066-42","UP",1.17151451035654,0.241445953023323,0.266913734750591
"P-hsa05152-94","DOWN",-1.15889737424592,0.246552742188193,0.272398671581302
"P-hsa04022-3","DOWN",-1.14547488902185,0.252068067337441,0.278328248572713
"P-hsa04360-29","DOWN",-1.11943526768716,0.263011731089419,0.290241180896323
"P-hsa05212-19","UP",1.11836146886924,0.263469951352512,0.290575913425816
"P-hsa04950-20","DOWN",-1.10816038009895,0.26785052031432,0.295233593483939
"P-hsa04213-62","UP",1.10547588305413,0.26901157345157,0.296339231823338
"P-hsa05160-70","DOWN",-1.07675176467463,0.281651165014351,0.310080742703593
"P-hsa04340-32","DOWN",-1.07540951615222,0.282251495193885,0.310559416412744
"P-hsa05205-352","UP",1.07353036822085,0.283093414167173,0.311303191663316
"P-hsa04390-74","UP",1.06816137413123,0.285508265388284,0.313774754463047
"P-hsa05164-65 66","UP",1.05608113742957,0.290992469521419,0.31961467963828
"P-hsa04210-74","UP",1.04400090072791,0.296547077879062,0.325525054476958
"P-hsa05200-227","DOWN",-1.04185330309206,0.297541941128187,0.326426129565193
"P-hsa05205-140","UP",1.03755810782036,0.299538352584426,0.328424283722024
"P-hsa03460-28","UP",1.03487361077554,0.300790637083873,0.329412279725245
"P-hsa04520-18","UP",1.03487361077554,0.300790637083873,0.329412279725245
"P-hsa04010-107","UP",1.03299446284417,0.30166930880289,0.330181810568391
"P-hsa04380-38","UP",1.03030996579936,0.302927515404903,0.331365608687812
"P-hsa05168-27","UP",1.02279337407388,0.306469032505446,0.335044233671455
"P-hsa05145-10","UP",1.01500833264392,0.310165841998133,0.338888246702678
"P-hsa05200-226","UP",1.00722329121397,0.313891974919126,0.342759804975716
"P-hsa04728-32","UP",1.00400189476019,0.315442401682979,0.344252440696492
"P-hsa04211-2","DOWN",-1.0023911965333,0.316219498295893,0.344899871397149
"P-hsa03460-27","UP",1.00131739771538,0.316738260207326,0.345264948372425
"P-hsa04724-36","UP",0.999438249784007,0.317647436252013,0.346054930550974
"P-hsa04115-38","DOWN",-0.989237161013716,0.322612781213031,0.35126034681117
"P-hsa04666-49","UP",0.979304521947906,0.327495842263037,0.356370185664419
"P-hsa04620-12","UP",0.971787930222429,0.331222855060328,0.360216855706189
"P-hsa04742-27","UP",0.95192265209081,0.341204292360911,0.370857040827965
"P-hsa05162-25 70","DOWN",-0.943063811842926,0.345716920079207,0.375544262923331
"P-hsa04380-68","UP",0.934204971595042,0.350267400591248,0.380267154808554
"P-hsa04210-84","DOWN",-0.93178892425471,0.351515004776181,0.381400895870512
"P-hsa05161-32","DOWN",-0.929372876914378,0.352765420382235,0.382536374934724
"P-hsa04066-49","UP",0.913802794054461,0.360891024286561,0.391121641572264
"P-hsa05014-13","DOWN",-0.903333255579689,0.366420272215888,0.396884775217671
"P-hsa04210-73","DOWN",-0.895279764445249,0.370709292819621,0.401298692054015
"P-hsa05218-14","DOWN",-0.894742865036286,0.370996331476186,0.401377807294882
"P-hsa04922-36","UP",0.891789918286992,0.372577508639971,0.402856141906966
"P-hsa05145-29","DOWN",-0.884004876857033,0.376765980820683,0.407150334112674
"P-hsa05164-23","DOWN",-0.86924014311056,0.384789199936106,0.415581196937326
"P-hsa04621-29","UP",0.865481847247821,0.38684793843752,0.41756428797974
"P-hsa04062-53","UP",0.856623006999937,0.391727475161826,0.422588121566179
"P-hsa05010-59","UP",0.850180214092385,0.395299518117768,0.426196491947662
"P-hsa04015-82","DOWN",-0.838099977390725,0.402049938150624,0.433225550815951
"P-hsa05132-86","DOWN",-0.822798344235289,0.4106990248877,0.442291257571369
"P-hsa04390-96","UP",0.815281752509811,0.414987869198601,0.446653610221787
"P-hsa04010-129","DOWN",-0.802396166694707,0.422401452416572,0.454372204549019
"P-hsa04015-67","UP",0.793537326446823,0.427543004270501,0.459639355880492
"P-hsa04151-33","DOWN",-0.775819645951055,0.437934749970553,0.470541575569736
"P-hsa05200-214","DOWN",-0.767497705112134,0.44286543530735,0.475567004371259
"P-hsa04210-102","UP",0.766155456589727,0.44366366909419,0.476151626556465
"P-hsa04380-32","UP",0.760786462500101,0.446864809846772,0.479312969281043
"P-hsa04015-27","UP",0.750048474320847,0.4533063518041,0.485944409133996
"P-hsa03320-36","DOWN",-0.745216379640183,0.456222056363489,0.488790735429986
"P-hsa04919-44","UP",0.740384284959519,0.459148277255112,0.491645073133899
"P-hsa04919-38","UP",0.732330793825079,0.464048598210052,0.496608767964665
"P-hsa04933-23","DOWN",-0.725082651804083,0.468483670169512,0.501069193408212
"P-hsa05010-12","DOWN",-0.721324355941344,0.470792542881749,0.503251743843967
"P-hsa05200-49","UP",0.71434466362483,0.475097062947383,0.507563832624881
"P-hsa04921-56","UP",0.711391716875535,0.476924687720709,0.50922635979741
"P-hsa04014-41","DOWN",-0.70843877012624,0.47875615509551,0.510600652051834
"P-hsa05231-21","DOWN",-0.708707219830722,0.478589499484038,0.510600652051834
"P-hsa05020-48","DOWN",-0.699848379582838,0.484105834923762,0.516012810407374
"P-hsa04360-4","UP",0.689915740517028,0.490331594487727,0.522352113151037
"P-hsa04024-115","DOWN",-0.687499693176696,0.49185245251452,0.523674915390034
"P-hsa05220-21","UP",0.648306036322422,0.516873831608353,0.550003010832258
"P-hsa04270-65","DOWN",-0.640655219744704,0.521833853031171,0.554966161160135
"P-hsa05162-20","DOWN",-0.631662154644579,0.52769539316265,0.560881902307723
"P-hsa04211-52","UP",0.615018272966736,0.538631298218659,0.572181379081656
"P-hsa04723-73","UP",0.613139125035367,0.539873099650668,0.572527945135473
"P-hsa04723-68","UP",0.613139125035367,0.539873099650668,0.572527945135473
"P-hsa04910-26","DOWN",-0.613407574739848,0.539695611752333,0.572527945135473
"P-hsa05205-236","DOWN",-0.601864237447151,0.547353868741422,0.580133252971134
"P-hsa04330-19","DOWN",-0.599448190106819,0.548963536886442,0.581510782156389
"P-hsa05160-8","DOWN",-0.571260971136279,0.567913729488779,0.601245009323335
"P-hsa04750-44","DOWN",-0.563744379410801,0.573019426955753,0.605966428956591
"P-hsa04750-63","DOWN",-0.563744379410801,0.573019426955753,0.605966428956591
"P-hsa05162-81","UP",0.562133681183913,0.574116389525469,0.606784420704101
